 Sex, Local Health Districts, year, Drinking frequency, Number of Respondents, Actual estimate (Per cent), LL 95% CI, UL 95% CI
 Females, Far West LHD, 2002-2003, Never,644,38.1,33.7,42.6
 Females, Far West LHD, 2002-2003, Less than weekly,644,31.8,27.1,36.6
 Females, Far West LHD, 2002-2003, Weekly,644,24.1,20.1,28.1
 Females, Far West LHD, 2002-2003, Daily,644,5.9,4.1,7.7
 Females, Far West LHD, 2003-2004, Never,619,37.1,32.9,41.3
 Females, Far West LHD, 2003-2004, Less than weekly,619,32.1,27.5,36.7
 Females, Far West LHD, 2003-2004, Weekly,619,24.2,20.4,28
 Females, Far West LHD, 2003-2004, Daily,619,6.7,4.7,8.6
 Females, Far West LHD, 2004-2005, Never,388,46.8,40.6,53.1
 Females, Far West LHD, 2004-2005, Less than weekly,388,25.9,20.4,31.3
 Females, Far West LHD, 2004-2005, Weekly,388,22.1,17,27.1
 Females, Far West LHD, 2004-2005, Daily,388,5.3,2.9,7.6
 Females, Far West LHD, 2005-2006, Never,191,52.2,43.8,60.5
 Females, Far West LHD, 2005-2006, Less than weekly,191,18.7,12.4,25
 Females, Far West LHD, 2005-2006, Weekly,191,24.2,16.5,31.9
 Females, Far West LHD, 2005-2006, Daily,191,4.9,2,7.9
 Females, Far West LHD, 2006-2007, Never,121,48.1,37.7,58.5
 Females, Far West LHD, 2006-2007, Less than weekly,121,22.9,14.2,31.5
 Females, Far West LHD, 2006-2007, Weekly,121,24.8,14.8,34.7
 Females, Far West LHD, 2006-2007, Daily,121,4.2,1,7.4
 Females, Far West LHD, 2007-2008, Never,98,46.3,35.3,57.2
 Females, Far West LHD, 2007-2008, Less than weekly,98,28.8,18.3,39.3
 Females, Far West LHD, 2007-2008, Weekly,98,22.4,12.8,32
 Females, Far West LHD, 2007-2008, Daily,98,2.6,0,5.9
 Females, Far West LHD, 2008-2009, Never,136,44.2,34,54.5
 Females, Far West LHD, 2008-2009, Less than weekly,136,22,13.9,30.1
 Females, Far West LHD, 2008-2009, Weekly,136,29.6,18.3,40.8
 Females, Far West LHD, 2008-2009, Daily,136,4.2,1.2,7.3
 Females, Far West LHD, 2009-2010, Never,144,42.7,31.9,53.5
 Females, Far West LHD, 2009-2010, Less than weekly,144,20.8,12.6,29.1
 Females, Far West LHD, 2009-2010, Weekly,144,31.5,19.4,43.7
 Females, Far West LHD, 2009-2010, Daily,144,4.9,2,7.8
 Females, Far West LHD, 2010-2011, Never,587,43.7,35.4,52
 Females, Far West LHD, 2010-2011, Less than weekly,587,25,18.1,32
 Females, Far West LHD, 2010-2011, Weekly,587,25.7,16.8,34.6
 Females, Far West LHD, 2010-2011, Daily,587,5.6,3,8.1
 Females, Far West LHD, 2011-2012, Never,990,42.5,37.8,47.3
 Females, Far West LHD, 2011-2012, Less than weekly,990,28.5,24,33
 Females, Far West LHD, 2011-2012, Weekly,990,24.1,19.6,28.6
 Females, Far West LHD, 2011-2012, Daily,990,4.9,3.3,6.5
 Females, Far West LHD, 2012-2013, Never,768,43.5,37.3,49.8
 Females, Far West LHD, 2012-2013, Less than weekly,768,29.8,24.2,35.4
 Females, Far West LHD, 2012-2013, Weekly,768,23.2,18,28.5
 Females, Far West LHD, 2012-2013, Daily,768,3.4,2.1,4.8
 Females, Far West LHD, 2013-2014, Never,722,48.2,40.8,55.6
 Females, Far West LHD, 2013-2014, Less than weekly,722,26.3,20.6,32.1
 Females, Far West LHD, 2013-2014, Weekly,722,21.4,15.7,27
 Females, Far West LHD, 2013-2014, Daily,722,4.1,2.1,6
 Females, Far West LHD, 2014-2015, Never,921,45.2,38.2,52.1
 Females, Far West LHD, 2014-2015, Less than weekly,921,28.6,23,34.2
 Females, Far West LHD, 2014-2015, Weekly,921,22.1,16.9,27.3
 Females, Far West LHD, 2014-2015, Daily,921,4.1,2.3,6
 Females, Far West LHD, 2015-2016, Never,"1,036",34.6,27.9,41.3
 Females, Far West LHD, 2015-2016, Less than weekly,"1,036",34.2,27.3,41
 Females, Far West LHD, 2015-2016, Weekly,"1,036",27.9,18.9,36.9
 Females, Far West LHD, 2015-2016, Daily,"1,036",3.4,2,4.7
 Females, Far West LHD, 2016-2017, Never,"1,080",32,25.6,38.5
 Females, Far West LHD, 2016-2017, Less than weekly,"1,080",35.2,27.3,43.1
 Females, Far West LHD, 2016-2017, Weekly,"1,080",29.5,20.1,38.8
 Females, Far West LHD, 2016-2017, Daily,"1,080",3.2,1.7,4.8
 Females," Albury Wodonga Health Authority, NSW Part", 2002-2003, Never,167,22.2,15,29.3
 Females," Albury Wodonga Health Authority, NSW Part", 2002-2003, Less than weekly,167,30.5,22.8,38.2
 Females," Albury Wodonga Health Authority, NSW Part", 2002-2003, Weekly,167,39.5,31,48.1
 Females," Albury Wodonga Health Authority, NSW Part", 2002-2003, Daily,167,7.8,2.5,13
 Females," Albury Wodonga Health Authority, NSW Part", 2003-2004, Never,119,23.2,14.5,31.9
 Females," Albury Wodonga Health Authority, NSW Part", 2003-2004, Less than weekly,119,32.9,20.5,45.2
 Females," Albury Wodonga Health Authority, NSW Part", 2003-2004, Weekly,119,36.1,24.9,47.2
 Females," Albury Wodonga Health Authority, NSW Part", 2003-2004, Daily,119,7.9,2.2,13.7
 Females," Albury Wodonga Health Authority, NSW Part", 2004-2005, Never,124,27,17.9,36.1
 Females," Albury Wodonga Health Authority, NSW Part", 2004-2005, Less than weekly,124,34.1,21.7,46.4
 Females," Albury Wodonga Health Authority, NSW Part", 2004-2005, Weekly,124,34.4,23.8,45
 Females," Albury Wodonga Health Authority, NSW Part", 2004-2005, Daily,124,4.5,1.3,7.7
 Females," Albury Wodonga Health Authority, NSW Part", 2005-2006, Never,153,29.3,21.1,37.6
 Females," Albury Wodonga Health Authority, NSW Part", 2005-2006, Less than weekly,153,31.2,22.4,39.9
 Females," Albury Wodonga Health Authority, NSW Part", 2005-2006, Weekly,153,33,24.7,41.3
 Females," Albury Wodonga Health Authority, NSW Part", 2005-2006, Daily,153,6.5,2.8,10.1
 Females," Albury Wodonga Health Authority, NSW Part", 2006-2007, Never,136,27.3,18.7,35.8
 Females," Albury Wodonga Health Authority, NSW Part", 2006-2007, Less than weekly,136,33.2,23.6,42.8
 Females," Albury Wodonga Health Authority, NSW Part", 2006-2007, Weekly,136,34.5,25.4,43.6
 Females," Albury Wodonga Health Authority, NSW Part", 2006-2007, Daily,136,5.1,1.7,8.4
 Females," Albury Wodonga Health Authority, NSW Part", 2007-2008, Never,116,33.1,22.9,43.3
 Females," Albury Wodonga Health Authority, NSW Part", 2007-2008, Less than weekly,116,35.1,23.4,46.8
 Females," Albury Wodonga Health Authority, NSW Part", 2007-2008, Weekly,116,27.5,18.1,36.9
 Females," Albury Wodonga Health Authority, NSW Part", 2007-2008, Daily,116,4.3,0.5,8.1
 Females," Albury Wodonga Health Authority, NSW Part", 2008-2009, Never,142,38.6,28.8,48.5
 Females," Albury Wodonga Health Authority, NSW Part", 2008-2009, Less than weekly,142,29.8,19.7,39.8
 Females," Albury Wodonga Health Authority, NSW Part", 2008-2009, Weekly,142,25.3,17.1,33.4
 Females," Albury Wodonga Health Authority, NSW Part", 2008-2009, Daily,142,6.4,2.3,10.4
 Females," Albury Wodonga Health Authority, NSW Part", 2009-2010, Never,167,34.5,25.7,43.3
 Females," Albury Wodonga Health Authority, NSW Part", 2009-2010, Less than weekly,167,31.1,21.9,40.2
 Females," Albury Wodonga Health Authority, NSW Part", 2009-2010, Weekly,167,28.4,20.6,36.2
 Females," Albury Wodonga Health Authority, NSW Part", 2009-2010, Daily,167,6,2.1,10
 Females," Albury Wodonga Health Authority, NSW Part", 2010-2011, Never,240,28.6,21.1,36
 Females," Albury Wodonga Health Authority, NSW Part", 2010-2011, Less than weekly,240,35.5,26.4,44.5
 Females," Albury Wodonga Health Authority, NSW Part", 2010-2011, Weekly,240,31.1,23.5,38.8
 Females," Albury Wodonga Health Authority, NSW Part", 2010-2011, Daily,240,4.8,1.6,8.1
 Females," Albury Wodonga Health Authority, NSW Part", 2011-2012, Never,276,20.8,9.4,32.2
 Females," Albury Wodonga Health Authority, NSW Part", 2011-2012, Less than weekly,276,35.4,20.1,50.6
 Females," Albury Wodonga Health Authority, NSW Part", 2011-2012, Weekly,276,41.5,21.3,61.7
 Females," Albury Wodonga Health Authority, NSW Part", 2011-2012, Daily,276,2.3,0.8,3.8
 Females," Albury Wodonga Health Authority, NSW Part", 2012-2013, Never,244,27.3,14.2,40.3
 Females," Albury Wodonga Health Authority, NSW Part", 2012-2013, Less than weekly,244,32.2,17.6,46.8
 Females," Albury Wodonga Health Authority, NSW Part", 2012-2013, Weekly,244,37.9,17.4,58.3
 Females," Albury Wodonga Health Authority, NSW Part", 2012-2013, Daily,244,2.7,0.8,4.6
 Females," Albury Wodonga Health Authority, NSW Part", 2013-2014, Never,289,38.2,28.7,47.6
 Females," Albury Wodonga Health Authority, NSW Part", 2013-2014, Less than weekly,289,27.8,18.6,36.9
 Females," Albury Wodonga Health Authority, NSW Part", 2013-2014, Weekly,289,29.6,20.9,38.4
 Females," Albury Wodonga Health Authority, NSW Part", 2013-2014, Daily,289,4.4,1.4,7.4
 Females," Albury Wodonga Health Authority, NSW Part", 2014-2015, Never,317,28,20,35.9
 Females," Albury Wodonga Health Authority, NSW Part", 2014-2015, Less than weekly,317,27.6,19.3,35.9
 Females," Albury Wodonga Health Authority, NSW Part", 2014-2015, Weekly,317,40.5,30.7,50.3
 Females," Albury Wodonga Health Authority, NSW Part", 2014-2015, Daily,317,3.9,1,6.8
 Females," Albury Wodonga Health Authority, NSW Part", 2015-2016, Never,318,25,16.9,33.2
 Females," Albury Wodonga Health Authority, NSW Part", 2015-2016, Less than weekly,318,29.3,18.5,40.1
 Females," Albury Wodonga Health Authority, NSW Part", 2015-2016, Weekly,318,41.3,30.2,52.3
 Females," Albury Wodonga Health Authority, NSW Part", 2015-2016, Daily,318,4.4,2.1,6.7
 Females," Albury Wodonga Health Authority, NSW Part", 2016-2017, Never,323,31.8,20.1,43.6
 Females," Albury Wodonga Health Authority, NSW Part", 2016-2017, Less than weekly,323,26.7,14.7,38.8
 Females," Albury Wodonga Health Authority, NSW Part", 2016-2017, Weekly,323,35.3,23.2,47.5
 Females," Albury Wodonga Health Authority, NSW Part", 2016-2017, Daily,323,6.1,2.7,9.4
 Females, All LHDs, 2002-2003, Never,"14,932",31.1,30.2,32.1
 Females, All LHDs, 2002-2003, Less than weekly,"14,932",28.9,28,29.9
 Females, All LHDs, 2002-2003, Weekly,"14,932",32.3,31.3,33.3
 Females, All LHDs, 2002-2003, Daily,"14,932",7.6,7.1,8.1
 Females, All LHDs, 2003-2004, Never,"13,408",32.5,31.5,33.6
 Females, All LHDs, 2003-2004, Less than weekly,"13,408",28.1,27.1,29.1
 Females, All LHDs, 2003-2004, Weekly,"13,408",31.6,30.5,32.7
 Females, All LHDs, 2003-2004, Daily,"13,408",7.7,7.2,8.3
 Females, All LHDs, 2004-2005, Never,"12,639",36.8,35.7,37.9
 Females, All LHDs, 2004-2005, Less than weekly,"12,639",25.9,24.8,26.9
 Females, All LHDs, 2004-2005, Weekly,"12,639",30.2,29.1,31.2
 Females, All LHDs, 2004-2005, Daily,"12,639",7.2,6.6,7.7
 Females, All LHDs, 2005-2006, Never,"11,596",38.4,37.2,39.5
 Females, All LHDs, 2005-2006, Less than weekly,"11,596",24.8,23.7,25.8
 Females, All LHDs, 2005-2006, Weekly,"11,596",29.6,28.5,30.7
 Females, All LHDs, 2005-2006, Daily,"11,596",7.3,6.8,7.8
 Females, All LHDs, 2006-2007, Never,"9,305",38.3,37,39.6
 Females, All LHDs, 2006-2007, Less than weekly,"9,305",25.2,24,26.4
 Females, All LHDs, 2006-2007, Weekly,"9,305",29.5,28.3,30.7
 Females, All LHDs, 2006-2007, Daily,"9,305",7,6.4,7.6
 Females, All LHDs, 2007-2008, Never,"9,702",38.5,37.2,39.7
 Females, All LHDs, 2007-2008, Less than weekly,"9,702",25.3,24.1,26.4
 Females, All LHDs, 2007-2008, Weekly,"9,702",29.7,28.5,30.8
 Females, All LHDs, 2007-2008, Daily,"9,702",6.6,6,7.1
 Females, All LHDs, 2008-2009, Never,"11,722",37.9,36.8,39.1
 Females, All LHDs, 2008-2009, Less than weekly,"11,722",25.3,24.2,26.3
 Females, All LHDs, 2008-2009, Weekly,"11,722",30,28.9,31
 Females, All LHDs, 2008-2009, Daily,"11,722",6.8,6.4,7.3
 Females, All LHDs, 2009-2010, Never,"12,970",38.4,37.2,39.5
 Females, All LHDs, 2009-2010, Less than weekly,"12,970",25.1,24,26.2
 Females, All LHDs, 2009-2010, Weekly,"12,970",29.8,28.7,30.8
 Females, All LHDs, 2009-2010, Daily,"12,970",6.8,6.3,7.2
 Females, All LHDs, 2010-2011, Never,"14,560",37.2,36,38.5
 Females, All LHDs, 2010-2011, Less than weekly,"14,560",26.4,25.3,27.6
 Females, All LHDs, 2010-2011, Weekly,"14,560",29.6,28.5,30.8
 Females, All LHDs, 2010-2011, Daily,"14,560",6.7,6.2,7.1
 Females, All LHDs, 2011-2012, Never,"15,962",36.1,34.6,37.7
 Females, All LHDs, 2011-2012, Less than weekly,"15,962",28.3,26.9,29.8
 Females, All LHDs, 2011-2012, Weekly,"15,962",29.3,27.9,30.7
 Females, All LHDs, 2011-2012, Daily,"15,962",6.2,5.6,6.9
 Females, All LHDs, 2012-2013, Never,"15,345",37,35.4,38.5
 Females, All LHDs, 2012-2013, Less than weekly,"15,345",29,27.6,30.4
 Females, All LHDs, 2012-2013, Weekly,"15,345",28.8,27.4,30.1
 Females, All LHDs, 2012-2013, Daily,"15,345",5.3,4.7,5.9
 Females, All LHDs, 2013-2014, Never,"14,987",39.3,38.1,40.5
 Females, All LHDs, 2013-2014, Less than weekly,"14,987",27.7,26.6,28.8
 Females, All LHDs, 2013-2014, Weekly,"14,987",28.1,27,29.2
 Females, All LHDs, 2013-2014, Daily,"14,987",4.9,4.5,5.3
 Females, All LHDs, 2014-2015, Never,"14,938",40,38.4,41.5
 Females, All LHDs, 2014-2015, Less than weekly,"14,938",26.1,24.8,27.5
 Females, All LHDs, 2014-2015, Weekly,"14,938",29,27.6,30.3
 Females, All LHDs, 2014-2015, Daily,"14,938",4.9,4.3,5.5
 Females, All LHDs, 2015-2016, Never,"15,447",37.6,36.1,39.2
 Females, All LHDs, 2015-2016, Less than weekly,"15,447",26.8,25.5,28.1
 Females, All LHDs, 2015-2016, Weekly,"15,447",30.6,29.2,32
 Females, All LHDs, 2015-2016, Daily,"15,447",5,4.3,5.6
 Females, All LHDs, 2016-2017, Never,"15,388",34.1,32.9,35.4
 Females, All LHDs, 2016-2017, Less than weekly,"15,388",28.9,27.7,30.2
 Females, All LHDs, 2016-2017, Weekly,"15,388",32.1,30.9,33.4
 Females, All LHDs, 2016-2017, Daily,"15,388",4.8,4.4,5.3
 Persons, Sydney LHD, 2002-2003, Never,"1,612",24.7,22.4,26.9
 Persons, Sydney LHD, 2002-2003, Less than weekly,"1,612",22.6,20.4,24.8
 Persons, Sydney LHD, 2002-2003, Weekly,"1,612",41.8,39.1,44.4
 Persons, Sydney LHD, 2002-2003, Daily,"1,612",10.9,9.3,12.6
 Persons, Sydney LHD, 2003-2004, Never,"1,343",26.6,24,29.1
 Persons, Sydney LHD, 2003-2004, Less than weekly,"1,343",22.6,20.2,25.1
 Persons, Sydney LHD, 2003-2004, Weekly,"1,343",40.9,38,43.7
 Persons, Sydney LHD, 2003-2004, Daily,"1,343",10,8.3,11.6
 Persons, Sydney LHD, 2004-2005, Never,"1,154",30.3,27.5,33.1
 Persons, Sydney LHD, 2004-2005, Less than weekly,"1,154",21.7,19.1,24.3
 Persons, Sydney LHD, 2004-2005, Weekly,"1,154",40.2,37.1,43.2
 Persons, Sydney LHD, 2004-2005, Daily,"1,154",7.8,6.3,9.4
 Persons, Sydney LHD, 2005-2006, Never,"1,056",31.1,28,34.1
 Persons, Sydney LHD, 2005-2006, Less than weekly,"1,056",22,19.2,24.9
 Persons, Sydney LHD, 2005-2006, Weekly,"1,056",38.8,35.5,42.1
 Persons, Sydney LHD, 2005-2006, Daily,"1,056",8.1,6.5,9.8
 Persons, Sydney LHD, 2006-2007, Never,900,29.3,26,32.6
 Persons, Sydney LHD, 2006-2007, Less than weekly,900,25.2,21.9,28.6
 Persons, Sydney LHD, 2006-2007, Weekly,900,37.2,33.6,40.8
 Persons, Sydney LHD, 2006-2007, Daily,900,8.3,6.4,10.1
 Persons, Sydney LHD, 2007-2008, Never,928,30.5,27.1,33.8
 Persons, Sydney LHD, 2007-2008, Less than weekly,928,23.4,20.1,26.8
 Persons, Sydney LHD, 2007-2008, Weekly,928,39,35.3,42.6
 Persons, Sydney LHD, 2007-2008, Daily,928,7.2,5.5,8.9
 Persons, Sydney LHD, 2008-2009, Never,"1,133",30.4,27.3,33.5
 Persons, Sydney LHD, 2008-2009, Less than weekly,"1,133",21.1,18.1,24.1
 Persons, Sydney LHD, 2008-2009, Weekly,"1,133",40.4,37,43.9
 Persons, Sydney LHD, 2008-2009, Daily,"1,133",8,6.4,9.7
 Persons, Sydney LHD, 2009-2010, Never,"1,178",32.8,29.4,36.2
 Persons, Sydney LHD, 2009-2010, Less than weekly,"1,178",19.5,16.6,22.5
 Persons, Sydney LHD, 2009-2010, Weekly,"1,178",39.2,35.6,42.7
 Persons, Sydney LHD, 2009-2010, Daily,"1,178",8.5,6.6,10.4
 Persons, Sydney LHD, 2010-2011, Never,"1,399",34.7,31.2,38.1
 Persons, Sydney LHD, 2010-2011, Less than weekly,"1,399",20.7,17.8,23.6
 Persons, Sydney LHD, 2010-2011, Weekly,"1,399",35.7,32.3,39.1
 Persons, Sydney LHD, 2010-2011, Daily,"1,399",9,7,11
 Persons, Sydney LHD, 2011-2012, Never,"1,739",33.9,30.6,37.3
 Persons, Sydney LHD, 2011-2012, Less than weekly,"1,739",23.6,20.8,26.5
 Persons, Sydney LHD, 2011-2012, Weekly,"1,739",34.9,31.8,38
 Persons, Sydney LHD, 2011-2012, Daily,"1,739",7.6,6,9.2
 Persons, Sydney LHD, 2012-2013, Never,"1,816",33.1,29.9,36.2
 Persons, Sydney LHD, 2012-2013, Less than weekly,"1,816",22.1,19.6,24.7
 Persons, Sydney LHD, 2012-2013, Weekly,"1,816",39.5,36.4,42.6
 Persons, Sydney LHD, 2012-2013, Daily,"1,816",5.3,4,6.6
 Persons, Sydney LHD, 2013-2014, Never,"1,741",33.8,31,36.7
 Persons, Sydney LHD, 2013-2014, Less than weekly,"1,741",21.6,19.3,24
 Persons, Sydney LHD, 2013-2014, Weekly,"1,741",37.9,34.9,40.8
 Persons, Sydney LHD, 2013-2014, Daily,"1,741",6.7,5.2,8.1
 Persons, Sydney LHD, 2014-2015, Never,"1,777",33,30,35.9
 Persons, Sydney LHD, 2014-2015, Less than weekly,"1,777",23.9,21.1,26.7
 Persons, Sydney LHD, 2014-2015, Weekly,"1,777",36.4,33.2,39.5
 Persons, Sydney LHD, 2014-2015, Daily,"1,777",6.8,5.2,8.3
 Persons, Sydney LHD, 2015-2016, Never,"1,817",30.7,27.8,33.6
 Persons, Sydney LHD, 2015-2016, Less than weekly,"1,817",23.7,20.9,26.6
 Persons, Sydney LHD, 2015-2016, Weekly,"1,817",38.9,35.8,42
 Persons, Sydney LHD, 2015-2016, Daily,"1,817",6.7,5.1,8.2
 Persons, Sydney LHD, 2016-2017, Never,"1,669",27.1,24.3,29.9
 Persons, Sydney LHD, 2016-2017, Less than weekly,"1,669",24.8,22,27.6
 Persons, Sydney LHD, 2016-2017, Weekly,"1,669",42.3,39.2,45.4
 Persons, Sydney LHD, 2016-2017, Daily,"1,669",5.8,4.4,7.2
 Persons, South Western Sydney LHD, 2002-2003, Never,"1,431",33.1,30.4,35.8
 Persons, South Western Sydney LHD, 2002-2003, Less than weekly,"1,431",29.9,27.2,32.5
 Persons, South Western Sydney LHD, 2002-2003, Weekly,"1,431",28.2,25.6,30.9
 Persons, South Western Sydney LHD, 2002-2003, Daily,"1,431",8.8,7.3,10.3
 Persons, South Western Sydney LHD, 2003-2004, Never,"1,277",34.9,32,37.9
 Persons, South Western Sydney LHD, 2003-2004, Less than weekly,"1,277",28.2,25.4,31
 Persons, South Western Sydney LHD, 2003-2004, Weekly,"1,277",27.4,24.7,30.2
 Persons, South Western Sydney LHD, 2003-2004, Daily,"1,277",9.4,7.7,11.1
 Persons, South Western Sydney LHD, 2004-2005, Never,"1,287",41,38,44
 Persons, South Western Sydney LHD, 2004-2005, Less than weekly,"1,287",24.9,22.2,27.7
 Persons, South Western Sydney LHD, 2004-2005, Weekly,"1,287",26,23.2,28.7
 Persons, South Western Sydney LHD, 2004-2005, Daily,"1,287",8.1,6.5,9.7
 Persons, South Western Sydney LHD, 2005-2006, Never,"1,325",42.6,39.5,45.6
 Persons, South Western Sydney LHD, 2005-2006, Less than weekly,"1,325",23.3,20.7,26
 Persons, South Western Sydney LHD, 2005-2006, Weekly,"1,325",25.6,22.8,28.3
 Persons, South Western Sydney LHD, 2005-2006, Daily,"1,325",8.5,7,10.1
 Persons, South Western Sydney LHD, 2006-2007, Never,"1,214",42.1,38.9,45.4
 Persons, South Western Sydney LHD, 2006-2007, Less than weekly,"1,214",24.6,21.7,27.5
 Persons, South Western Sydney LHD, 2006-2007, Weekly,"1,214",25.3,22.3,28.3
 Persons, South Western Sydney LHD, 2006-2007, Daily,"1,214",7.9,6.2,9.6
 Persons, South Western Sydney LHD, 2007-2008, Never,"1,298",43.8,40.5,47
 Persons, South Western Sydney LHD, 2007-2008, Less than weekly,"1,298",24.4,21.5,27.3
 Persons, South Western Sydney LHD, 2007-2008, Weekly,"1,298",25.7,22.8,28.6
 Persons, South Western Sydney LHD, 2007-2008, Daily,"1,298",6.1,4.7,7.4
 Persons, South Western Sydney LHD, 2008-2009, Never,"1,554",42.6,39.7,45.5
 Persons, South Western Sydney LHD, 2008-2009, Less than weekly,"1,554",24.2,21.5,26.9
 Persons, South Western Sydney LHD, 2008-2009, Weekly,"1,554",26.7,24,29.5
 Persons, South Western Sydney LHD, 2008-2009, Daily,"1,554",6.5,5.2,7.7
 Persons, South Western Sydney LHD, 2009-2010, Never,"1,699",43.4,40.5,46.2
 Persons, South Western Sydney LHD, 2009-2010, Less than weekly,"1,699",24.8,22.2,27.4
 Persons, South Western Sydney LHD, 2009-2010, Weekly,"1,699",25.7,23.1,28.3
 Persons, South Western Sydney LHD, 2009-2010, Daily,"1,699",6.1,5,7.3
 Persons, South Western Sydney LHD, 2010-2011, Never,"1,744",41.2,38.3,44.1
 Persons, South Western Sydney LHD, 2010-2011, Less than weekly,"1,744",27.7,24.8,30.6
 Persons, South Western Sydney LHD, 2010-2011, Weekly,"1,744",25.1,22.5,27.7
 Persons, South Western Sydney LHD, 2010-2011, Daily,"1,744",6,4.8,7.3
 Persons, South Western Sydney LHD, 2011-2012, Never,"1,896",43.7,38.9,48.5
 Persons, South Western Sydney LHD, 2011-2012, Less than weekly,"1,896",29.6,25.4,33.8
 Persons, South Western Sydney LHD, 2011-2012, Weekly,"1,896",21.3,18,24.7
 Persons, South Western Sydney LHD, 2011-2012, Daily,"1,896",5.3,3.9,6.8
 Persons, South Western Sydney LHD, 2012-2013, Never,"2,041",47.6,43.1,52.2
 Persons, South Western Sydney LHD, 2012-2013, Less than weekly,"2,041",28.9,25,32.8
 Persons, South Western Sydney LHD, 2012-2013, Weekly,"2,041",18.8,15.8,21.9
 Persons, South Western Sydney LHD, 2012-2013, Daily,"2,041",4.7,3.4,6
 Persons, South Western Sydney LHD, 2013-2014, Never,"2,008",46.9,44.2,49.7
 Persons, South Western Sydney LHD, 2013-2014, Less than weekly,"2,008",27.5,25.1,29.9
 Persons, South Western Sydney LHD, 2013-2014, Weekly,"2,008",20.7,18.5,23
 Persons, South Western Sydney LHD, 2013-2014, Daily,"2,008",4.9,3.7,6
 Persons, South Western Sydney LHD, 2014-2015, Never,"1,828",47.4,43.9,50.9
 Persons, South Western Sydney LHD, 2014-2015, Less than weekly,"1,828",25.8,22.7,28.8
 Persons, South Western Sydney LHD, 2014-2015, Weekly,"1,828",22.7,19.6,25.9
 Persons, South Western Sydney LHD, 2014-2015, Daily,"1,828",4.1,3.1,5.1
 Persons, South Western Sydney LHD, 2015-2016, Never,"1,808",46.1,42.6,49.5
